+------+------------------------------------------------------------------------------------+-------------+---------------+
| Rank |                                     Drug Name                                      | Target Name | Binding Score |
+------+------------------------------------------------------------------------------------+-------------+---------------+
|  1   | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    STK10    |      8.50     |
|  2   | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     PNP     |      8.15     |
|  3   | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     SLK     |      8.14     |
|  4   | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     CTSS    |      8.08     |
|  5   | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    ELAVL1   |      8.08     |
|  6   | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    PRSS1    |      7.72     |
|  7   | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     LYN     |      7.55     |
|  8   | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    CSF1R    |      7.54     |
|  9   | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    C3AR1    |      7.51     |
|  10  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     FGR     |      7.40     |
|  11  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    LRRC25   |      7.39     |
|  12  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    MERTK    |      7.36     |
|  13  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    EEF1A1   |      7.31     |
|  14  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |   HLA-DMB   |      7.31     |
|  15  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |   HSP90B1   |      7.29     |
|  16  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    PRSS3    |      7.27     |
|  17  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     MPO     |      7.25     |
|  18  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     STK4    |      7.24     |
|  19  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     DKC1    |      7.24     |
|  20  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    C5AR1    |      7.23     |
|  21  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    ALCAM    |      7.20     |
|  22  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     HCK     |      7.20     |
|  23  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     PF4     |      7.15     |
|  24  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    CAPZB    |      7.15     |
|  25  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |   TMEM41B   |      7.14     |
|  26  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    RAB8B    |      7.14     |
|  27  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     HEXA    |      7.14     |
|  28  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     MLEC    |      7.13     |
|  29  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    LTA4H    |      7.13     |
|  30  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     TXN     |      7.13     |
|  31  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     RER1    |      7.13     |
|  32  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    VAMP3    |      7.12     |
|  33  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    RPL22    |      7.12     |
|  34  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    FABP5    |      7.11     |
|  35  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     RALB    |      7.11     |
|  36  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    COPB2    |      7.11     |
|  37  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |   ARL6IP1   |      7.10     |
|  38  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    CALM1    |      7.10     |
|  39  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    MRPS6    |      7.09     |
|  40  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    MAPK14   |      7.09     |
|  41  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     CD63    |      7.09     |
|  42  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     COA3    |      7.09     |
|  43  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    MBOAT7   |      7.08     |
|  44  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     SRP9    |      7.07     |
|  45  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    SCAMP2   |      7.07     |
|  46  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    MT-CO2   |      7.07     |
|  47  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    ATP5MF   |      7.07     |
|  48  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    PSMB2    |      7.07     |
|  49  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    RNASE2   |      7.07     |
|  50  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    TTYH3    |      7.07     |
|  51  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    SEC22B   |      7.07     |
|  52  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    TMSB10   |      7.06     |
|  53  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    TMSB4X   |      7.06     |
|  54  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     GLUL    |      7.06     |
|  55  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    COX4I1   |      7.06     |
|  56  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    VAMP8    |      7.06     |
|  57  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    LRRC59   |      7.06     |
|  58  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    PSMA2    |      7.06     |
|  59  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    PSEN1    |      7.06     |
|  60  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     GNG5    |      7.05     |
|  61  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    PPP2CA   |      7.05     |
|  62  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    RAB18    |      7.05     |
|  63  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    SFXN1    |      7.05     |
|  64  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |   SNRPGP15  |      7.05     |
|  65  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    SURF4    |      7.05     |
|  66  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    H2AC20   |      7.05     |
|  67  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |    TSNAX    |      7.05     |
|  68  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     C1QB    |      7.04     |
|  69  | CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O |     GLO1    |      7.03     |
